1 9.5 7.0 8.5 7.0
2 13.0 23.0 16.5 2.0
3 17.0 29.0 18.0 0.0
4 24.0 22.0 19.0 0.0
5 27.5 7.5 24.0 0.0
6 1.0 23.0 32.5 0.0
7 3.0 15.0 30.0 0.0
8 12.0 12.0 21.5 0.0
